DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,Weather
2019-01-01,,0.06,0.0,0.0,9.166666666666668,14.444444444444445,3.8888888888888893,Bad
2019-01-02,,0.0,0.0,0.0,3.055555555555556,4.444444444444445,1.6666666666666667,Good
2019-01-03,,0.0,0.0,0.0,4.722222222222222,6.666666666666667,2.7777777777777777,Good
2019-01-04,,0.0,0.0,0.0,5.0,8.333333333333334,1.6666666666666667,Good
2019-01-05,,0.5,0.0,0.0,6.666666666666667,8.333333333333334,5.0,Bad
2019-01-06,,0.0,0.0,0.0,4.444444444444445,9.444444444444445,-0.5555555555555556,Good
2019-01-07,,0.0,0.0,0.0,-1.388888888888889,1.1111111111111112,-3.8888888888888893,Good
2019-01-08,,0.17,0.0,0.0,4.166666666666667,7.222222222222222,1.1111111111111112,Bad
2019-01-09,,0.06,0.0,0.0,4.166666666666667,7.222222222222222,1.1111111111111112,Bad
2019-01-10,,0.0,0.0,0.0,-0.5555555555555556,1.1111111111111112,-2.2222222222222223,Good
2019-01-11,,0.0,0.0,0.0,-3.6111111111111116,-1.1111111111111112,-6.111111111111112,Good
2019-01-12,,0.0,0.0,0.0,-2.7777777777777777,1.1111111111111112,-6.666666666666667,Good
2019-01-13,,0.0,0.0,0.0,-1.666666666666667,0.5555555555555556,-3.8888888888888893,Good
2019-01-14,,0.0,0.0,0.0,-2.7777777777777777,0.0,-5.555555555555555,Good
2019-01-15,,0.0,0.0,0.0,-0.8333333333333335,2.2222222222222223,-3.8888888888888893,Good
2019-01-16,,0.0,0.0,0.0,1.388888888888889,3.8888888888888893,-1.1111111111111112,Bad
2019-01-17,,0.0,0.0,0.0,-1.9444444444444446,0.5555555555555556,-4.444444444444445,Good
2019-01-18,,0.05,0.5,1.2,1.1111111111111112,3.8888888888888893,-1.6666666666666667,Bad
2019-01-19,,0.29,0.2,0.0,1.3888888888888888,2.7777777777777777,0.0,Bad
2019-01-20,,0.88,0.0,0.0,-2.2222222222222223,5.555555555555555,-10.0,Bad
2019-01-21,,0.0,0.0,0.0,-12.777777777777779,-10.0,-15.555555555555557,Good
2019-01-22,,0.0,0.0,0.0,-5.555555555555555,-0.5555555555555556,-10.555555555555555,Good
2019-01-23,,0.0,0.0,0.0,5.277777777777778,11.11111111111111,-0.5555555555555556,Good
2019-01-24,,1.33,0.0,0.0,8.333333333333334,15.0,1.6666666666666667,Bad
2019-01-25,,0.0,0.0,0.0,1.1111111111111112,4.444444444444445,-2.2222222222222223,Good
2019-01-26,,0.0,0.0,0.0,-1.3888888888888888,1.6666666666666667,-4.444444444444445,Good
2019-01-27,,0.0,0.0,0.0,4.722222222222222,9.444444444444445,0.0,Good
2019-01-28,,0.0,0.0,0.0,-0.2777777777777779,3.3333333333333335,-3.8888888888888893,Good
2019-01-29,,0.23,0.0,0.0,1.1111111111111112,6.111111111111112,-3.8888888888888893,Bad
2019-01-30,,0.01,0.4,0.0,-6.388888888888889,1.6666666666666667,-14.444444444444445,Bad
2019-01-31,,0.0,0.0,0.0,-12.777777777777779,-8.88888888888889,-16.666666666666668,Good
2019-02-01,,0.0,0.0,0.0,-8.88888888888889,-6.111111111111112,-11.666666666666668,Good
2019-02-02,,0.0,0.0,0.0,-3.8888888888888893,1.1111111111111112,-8.88888888888889,Good
2019-02-03,,0.0,0.0,0.0,6.111111111111112,11.666666666666668,0.5555555555555556,Bad
2019-02-04,,0.0,0.0,0.0,10.555555555555555,16.11111111111111,5.0,Good
2019-02-05,,0.0,0.0,0.0,12.500000000000002,18.333333333333336,6.666666666666667,Good
2019-02-06,,0.45,0.0,0.0,4.722222222222222,7.777777777777779,1.6666666666666667,Bad
2019-02-07,,0.07,0.0,0.0,5.277777777777779,6.666666666666667,3.8888888888888893,Bad
2019-02-08,,0.37,0.0,0.0,6.388888888888889,12.777777777777779,0.0,Bad
2019-02-09,,0.0,0.0,0.0,-2.5,0.0,-5.0,Good
2019-02-10,,0.0,0.0,0.0,-1.6666666666666665,1.6666666666666667,-5.0,Good
2019-02-11,,0.0,0.0,0.0,1.1111111111111112,3.3333333333333335,-1.1111111111111112,Good
2019-02-12,,0.75,1.2,0.0,-0.5555555555555556,2.2222222222222223,-3.3333333333333335,Bad
2019-02-13,,0.08,0.0,1.2,2.7777777777777777,5.0,0.5555555555555556,Bad
2019-02-14,,0.0,0.0,0.0,4.166666666666667,7.777777777777779,0.5555555555555556,Good
2019-02-15,,0.0,0.0,0.0,10.277777777777779,15.0,5.555555555555555,Good
2019-02-16,,0.0,0.0,0.0,4.166666666666667,8.333333333333334,0.0,Good
2019-02-17,,0.04,0.0,0.0,0.0,3.3333333333333335,-3.3333333333333335,Bad
2019-02-18,,0.09,0.0,0.0,1.111111111111111,5.555555555555555,-3.3333333333333335,Bad
2019-02-19,,0.0,0.0,0.0,-1.3888888888888888,2.2222222222222223,-5.0,Good
2019-02-20,,0.57,1.3,0.0,-1.3888888888888888,0.5555555555555556,-3.3333333333333335,Bad
2019-02-21,,0.1,0.0,1.2,5.833333333333333,11.11111111111111,0.5555555555555556,Bad
2019-02-22,,0.0,0.0,0.0,4.444444444444445,6.666666666666667,2.2222222222222223,Good
2019-02-23,,0.01,0.0,0.0,2.7777777777777777,5.555555555555555,0.0,Bad
2019-02-24,,0.58,0.0,0.0,5.277777777777779,8.333333333333334,2.2222222222222223,Bad
2019-02-25,,0.0,0.0,0.0,1.9444444444444446,6.111111111111112,-2.2222222222222223,Good
2019-02-26,,0.0,0.0,0.0,-0.8333333333333335,2.2222222222222223,-3.8888888888888893,Good
2019-02-27,,0.0,0.0,0.0,-2.7777777777777777,-0.5555555555555556,-5.0,Good
2019-02-28,,0.03,0.1,0.0,0.0,2.7777777777777777,-2.7777777777777777,Bad
2019-03-01,,0.11,1.4,1.2,-0.8333333333333334,1.6666666666666667,-3.3333333333333335,Bad
2019-03-02,,0.53,4.0,3.9,2.2222222222222223,5.0,-0.5555555555555556,Bad
2019-03-03,,0.52,3.0,1.2,3.0555555555555554,5.555555555555555,0.5555555555555556,Bad
2019-03-04,,0.29,2.0,3.9,0.5555555555555556,3.3333333333333335,-2.2222222222222223,Bad
2019-03-05,,0.0,0.0,2.0,-3.3333333333333335,0.0,-6.666666666666667,Good
2019-03-06,,0.0,0.0,1.2,-5.277777777777778,-3.3333333333333335,-7.222222222222222,Good
2019-03-07,,0.0,0.0,1.2,-3.8888888888888893,0.0,-7.777777777777779,Good
2019-03-08,,0.0,0.0,0.0,-0.2777777777777777,3.8888888888888893,-4.444444444444445,Good
2019-03-09,,0.0,0.0,0.0,5.277777777777778,9.444444444444445,1.1111111111111112,Good
2019-03-10,,0.54,0.0,0.0,3.8888888888888893,6.111111111111112,1.6666666666666667,Bad
2019-03-11,9.17,0.0,0.0,0.0,7.777777777777779,11.666666666666668,3.8888888888888893,Good
2019-03-12,8.95,0.0,0.0,0.0,3.8888888888888893,6.666666666666667,1.1111111111111112,Good
